text,category,encode_cat
"Okay. Well, I think you really need to think about this seriously. Like I said, it's really putting yourself and your child in danger.",other,3
So now it's time-,reflection,2
You seem excited about that.,reflection,2
- and do you have a sense of-of what some of the doctor's concerns were that led her to refer you?,question,0
"No, no, I get that. I get that.",other,3
Okay. That's at least 12 drinks a week.,therapist_input,1
"Oh, it does?",reflection,2
"Sure. We talked about courage before and you've got the guts to be talking with me about this stuff today, and I'm wondering if you actually do have some courage to think about these ideas. I'm not saying that pumping gas at minimum wage is where you wanna go, but-but the guts to actually start steeping into this other world. I wonder if you do have, I'm-I'm-I'm just not sure.",reflection,2
I don't know what pickleball is.,other,3
There's other ways to relax. There's yoga. There's deep breathing. You need to stop raising the roof and raise your kid. This is not okay. You're not just worrying about Hailey anymore. It's Hailey and Jake. You're a mom now.,therapist_input,1
"Hmm. Okay, so she dropped you off here today.",reflection,2
"Oh, okay. So-so, um, you started drinking again, and then she left?",question,0
"Yeah, that's certainly understandable. We both know that there's a lot that plays into weight management, but there's no need to figure it all out today, especially since things are so busy for you right now. Maybe we could put our heads together and think about something small that fits reasonably into your life and then we can take further steps when you're ready.",therapist_input,1
"Okay, and then what about your friends who are still drinking?",question,0
Seems like it's a done deal.,reflection,2
"I'd love to, uh, set up an appointment for you if you can come in later this week or early next week to-",therapist_input,1
That makes a bit of sense.,other,3
"Um, you will be getting violations for that, and then if you get so many violations, I mean, we'd have to write a warrant for your arrest, which is looking more of, um, detention time.",therapist_input,1
"Okay. And it's like here I am one more person, the next- the next doctor who's saying, ""You need to quit smoking, David.""",therapist_input,1
How would that sound?,therapist_input,1
Okay. So-so what sort of things do you think you need to do to go down that path to get that qualification?,question,0
"That's great. And I hope you continue to avoid those things. As your doctor, I want you to know that I'm concerned about your drinking. When teens drink, things can go wrong, like injuring yourself. Even when you don't drink too excess, though, your brain is still developing and is very sensitive to the effects of alcohol.",therapist_input,1
"No, I get it. Yeah. I mean, you know, it sounds like it's, it is helpful to a degree for you when you go out because it makes you feel a little bit more calm to talk to-to guys is that right?",reflection,2
"Okay. I'm also curious, are there any parts about your alcohol use that you don't like?",question,0
"Sandra, can you give me an example of a time that you did something that you think left an impression on your daughter or set a bad example for her?",question,0
Might become a better friend when you quit.,reflection,2
"Okay. I'm wondering about-- because it sounds like this whole idea about filling out the forms, is getting in the way of this bigger dream that you've got which is around getting a qualification around something to do with cars-",reflection,2
Correctly as it's prescribed.,therapist_input,1
"-and then, um, if things are going great, then fantastic, and if you run into any stumbling blocks, then we can maybe problem-solve together.",other,3
"Mm-hmm. Do you feel that there are some parts of your life where you'd like to be more in line with your values, or do you feel like you're really on target with them?",question,0
